tuzimiragura;kuzimira;one;pl;present;active;indicative;frequentative;to be lost;perfective
nandikishwaga;kwandika;one;sg;past cont;passive;indicative;causative;to write;imperfective
bazibanwa;kwiba;three;pl;future;passive;indicative;comitative;to steal;perfective
bazababakundurwa;gukunda;three;pl;future cont;passive;indicative;reversive;to love;imperfective
babyinagura;kubyina;three;pl;present;active;indicative;frequentative;to dance;perfective
ibishwa;kwiba;two;sg;present;passive;imperative;causative;to steal;perfective
nimukubite;gukubita;two;pl;present;active;imperative;neutral;to beat;perfective
twiburwaga;kwiba;one;pl;past cont;passive;indicative;reversive;to steal;imperfective
mwacuraga;guca;two;pl;past cont;active;indicative;reversive;to cut;imperfective
akubitura;gukubita;three;sg;present;active;indicative;reversive;to beat;perfective
uzasomururwa;gusoma;two;sg;future;passive;indicative;iterative;to read;perfective
nakubitiraga;gukubita;one;sg;past cont;active;indicative;applicative;to beat;imperfective
muzabamwibirwa;kwiba;two;pl;future cont;passive;indicative;applicative;to steal;imperfective
ogerezwa;kwoga;two;sg;present;passive;imperative;applicative;to bathe;perfective
nzandika;kwandika;one;sg;future;active;indicative;causative;to write;perfective
wabagaguye;kuba;two;sg;past;active;indicative;frequentative;to be;perfective
muzakunda;gukunda;two;pl;future;active;indicative;neutral;to love;perfective
muzandikurwa;kwandika;two;pl;future;passive;indicative;reversive;to write;perfective
muzasomerwa;gusoma;two;pl;future;passive;indicative;applicative;to read;perfective
twarangururwaga;kuranga;one;pl;past cont;passive;indicative;iterative;to announce;imperfective
bazakubitururwa;gukubita;three;pl;future;passive;indicative;iterative;to beat;perfective
azabayibururwa;kwiba;three;sg;future cont;passive;indicative;iterative;to steal;imperfective
bazababahoreshwa;guhora;three;pl;future cont;passive;indicative;causative;to calm;imperfective
azabaabonwa;kubona;three;sg;future cont;passive;indicative;neutral;to see;imperfective
murazimiranwa;kuzimira;two;pl;present cont;passive;indicative;comitative;to be lost;imperfective
yaguriraga;kugura;three;sg;past cont;active;indicative;applicative;to buy;imperfective
yogeshwa;kwoga;three;sg;present;passive;indicative;causative;to bathe;perfective
yagururuwe;kugura;three;sg;past;passive;indicative;iterative;to buy;perfective
yacuruwe;guca;three;sg;past;passive;indicative;reversive;to cut;perfective
ndashishe;kurasa;one;sg;present;active;subjunctive;causative;to shoot;perfective
yoborera;kuyobora;two;sg;present;active;imperative;applicative;to lead;perfective
mukundagurwa;gukunda;two;pl;present;passive;indicative;frequentative;to love;perfective
twiyuhagiragura;kwiyuhagira;one;pl;present;active;indicative;frequentative;to shower;perfective
bayoborana;kuyobora;three;pl;present;active;indicative;comitative;to lead;perfective
nacururuwe;guca;one;sg;past;passive;indicative;iterative;to cut;perfective
twakundagurwaga;gukunda;one;pl;past cont;passive;indicative;frequentative;to love;imperfective
twibuye;kwiba;one;pl;past;active;indicative;reversive;to steal;perfective
narangaguraga;kuranga;one;sg;past cont;active;indicative;frequentative;to announce;imperfective
baribishaga;kwiba;three;pl;past cont;active;indicative;causative;to steal;imperfective
urahora;guhora;two;sg;present cont;active;indicative;neutral;to calm;imperfective
tuzabaturyagagurwa;kurya;one;pl;future cont;passive;indicative;frequentative;to eat;imperfective
uzabauzimirana;kuzimira;two;sg;future cont;active;indicative;comitative;to be lost;imperfective
tuzabatuzimirisha;kuzimira;one;pl;future cont;active;indicative;causative;to be lost;imperfective
nzayoborurura;kuyobora;one;sg;future;active;indicative;iterative;to lead;perfective
tuzabatwuhagirishwa;kwiyuhagira;one;pl;future cont;passive;indicative;causative;to shower;imperfective
muraguragura;kugura;two;pl;present cont;active;indicative;frequentative;to buy;imperfective
biyuhagira;kwiyuhagira;three;pl;present;active;indicative;neutral;to shower;perfective
ncagagurwa;guca;one;sg;present;passive;indicative;frequentative;to cut;perfective
nzahozwa;guhora;one;sg;future;passive;indicative;neutral;to calm;perfective
muzandikururwa;kwandika;two;pl;future;passive;indicative;iterative;to write;perfective
tuzabadukubitura;gukubita;one;pl;future cont;active;indicative;reversive;to beat;imperfective
babagagura;kuba;three;pl;present;active;indicative;frequentative;to be;perfective
azabaagirurura;kugira;three;sg;future cont;active;indicative;iterative;to have;imperfective
nabyinnye;kubyina;one;sg;past;active;indicative;neutral;to dance;perfective
ukundire;gukunda;two;sg;present;active;subjunctive;applicative;to love;perfective
nzabandanga;kuranga;one;sg;future cont;active;indicative;neutral;to announce;imperfective
murarirurwa;kurya;two;pl;present cont;passive;indicative;reversive;to eat;imperfective
arasurure;kurasa;three;sg;present;active;subjunctive;iterative;to shoot;perfective
uzabauririrwa;kurya;two;sg;future cont;passive;indicative;applicative;to eat;imperfective
muzimirishwe;kuzimira;two;pl;present;passive;subjunctive;causative;to be lost;perfective
murandikishwa;kwandika;two;pl;present cont;passive;indicative;causative;to write;imperfective
wagiruruye;kugira;two;sg;past;active;indicative;iterative;to have;perfective
mwarasuruye;kurasa;two;pl;past;active;indicative;iterative;to shoot;perfective
yabonaguwe;kubona;three;sg;past;passive;indicative;frequentative;to see;perfective
mwabyinirwaga;kubyina;two;pl;past cont;passive;indicative;applicative;to dance;imperfective
babonaguraga;kubona;three;pl;past cont;active;indicative;frequentative;to see;imperfective
babonagurwe;kubona;three;pl;present;passive;subjunctive;frequentative;to see;perfective
tuzabatwiyuhagiragura;kwiyuhagira;one;pl;future cont;active;indicative;frequentative;to shower;imperfective
twarangaguraga;kuranga;one;pl;past cont;active;indicative;frequentative;to announce;imperfective
nimukundwe;gukunda;two;pl;present;passive;imperative;neutral;to love;perfective
babone;kubona;three;pl;present;active;subjunctive;neutral;to see;perfective
nkubiturure;gukubita;one;sg;present;active;subjunctive;iterative;to beat;perfective
tubyina;kubyina;one;pl;present;active;indicative;neutral;to dance;perfective
urangurwe;kuranga;two;sg;present;passive;subjunctive;reversive;to announce;perfective
muzimururuzwe;kuzimira;two;pl;present;passive;subjunctive;iterative;to be lost;perfective
muzozanwa;kwoga;two;pl;future;passive;indicative;comitative;to bathe;perfective
nzazimirira;kuzimira;one;sg;future;active;indicative;applicative;to be lost;perfective
nibana;kwiba;one;sg;present;active;indicative;comitative;to steal;perfective
tugururura;kugura;one;pl;present;active;indicative;iterative;to buy;perfective
muzibura;kwiba;two;pl;future;active;indicative;reversive;to steal;perfective
bogurura;kwoga;three;pl;present;active;indicative;iterative;to bathe;perfective
tuzabaduhozwa;guhora;one;pl;future cont;passive;indicative;neutral;to calm;imperfective
muzabamusoma;gusoma;two;pl;future cont;active;indicative;neutral;to read;imperfective
tuyoboragurwe;kuyobora;one;pl;present;passive;subjunctive;frequentative;to lead;perfective
yogere;kwoga;three;sg;present;active;subjunctive;applicative;to bathe;perfective
twakubitishwaga;gukubita;one;pl;past cont;passive;indicative;causative;to beat;imperfective
mwibururwaga;kwiba;two;pl;past cont;passive;indicative;iterative;to steal;imperfective
tuzabaturishwa;kurya;one;pl;future cont;passive;indicative;causative;to eat;imperfective
uzaranganwa;kuranga;two;sg;future;passive;indicative;comitative;to announce;perfective
nayoboraguwe;kuyobora;one;sg;past;passive;indicative;frequentative;to lead;perfective
urarirururwa;kurya;two;sg;present cont;passive;indicative;iterative;to eat;imperfective
nzabanogerezwa;kwoga;one;sg;future cont;passive;indicative;applicative;to bathe;imperfective
ndimombabwa;kuba;one;sg;present cont;passive;indicative;neutral;to be;imperfective
ducane;guca;one;pl;present;active;subjunctive;comitative;to cut;perfective
mbonurure;kubona;one;sg;present;active;subjunctive;iterative;to see;perfective
uce;guca;two;sg;present;active;subjunctive;neutral;to cut;perfective
wuhagirurwaga;kwiyuhagira;two;sg;past cont;passive;indicative;reversive;to shower;imperfective
azasomagurwa;gusoma;three;sg;future;passive;indicative;frequentative;to read;perfective
ucagagurwa;guca;two;sg;present;passive;indicative;frequentative;to cut;perfective
bakubitishije;gukubita;three;pl;past;active;indicative;causative;to beat;perfective
arayoboragura;kuyobora;three;sg;present cont;active;indicative;frequentative;to lead;imperfective
bazababiyuhagirura;kwiyuhagira;three;pl;future cont;active;indicative;reversive;to shower;imperfective
nibishe;kwiba;one;sg;present;active;subjunctive;causative;to steal;perfective
muzabamurirururwa;kurya;two;pl;future cont;passive;indicative;iterative;to eat;imperfective
muyoboreshe;kuyobora;two;pl;present;active;subjunctive;causative;to lead;perfective
ukubitishwa;gukubita;two;sg;present;passive;indicative;causative;to beat;perfective
babyinirwaga;kubyina;three;pl;past cont;passive;indicative;applicative;to dance;imperfective
murayoborerwa;kuyobora;two;pl;present cont;passive;indicative;applicative;to lead;imperfective
mwakubiswe;gukubita;two;pl;past;passive;indicative;neutral;to beat;perfective
mwozagurwa;kwoga;two;pl;present;passive;indicative;frequentative;to bathe;perfective
warasururwaga;kurasa;two;sg;past cont;passive;indicative;iterative;to shoot;imperfective
nasomeraga;gusoma;one;sg;past cont;active;indicative;applicative;to read;imperfective
uzayoboragura;kuyobora;two;sg;future;active;indicative;frequentative;to lead;perfective
baraca;guca;three;pl;present cont;active;indicative;neutral;to cut;imperfective
muzabamurangishwa;kuranga;two;pl;future cont;passive;indicative;causative;to announce;imperfective
ndaranga;kuranga;one;sg;present cont;active;indicative;neutral;to announce;imperfective
tuyoborurure;kuyobora;one;pl;present;active;subjunctive;iterative;to lead;perfective
mwazimururuzwaga;kuzimira;two;pl;past cont;passive;indicative;iterative;to be lost;imperfective
ndagirurwa;kugira;one;sg;present cont;passive;indicative;reversive;to have;imperfective
nimuhoragure;guhora;two;pl;present;active;imperative;frequentative;to calm;perfective
nogagura;kwoga;one;sg;present;active;indicative;frequentative;to bathe;perfective
twaranguruye;kuranga;one;pl;past;active;indicative;iterative;to announce;perfective
mwabonaga;kubona;two;pl;past cont;active;indicative;neutral;to see;imperfective
urire;kurya;two;sg;present;active;subjunctive;applicative;to eat;perfective
narangishaga;kuranga;one;sg;past cont;active;indicative;causative;to announce;imperfective
arayoborwa;kuyobora;three;sg;present cont;passive;indicative;neutral;to lead;imperfective
bibwe;kwiba;three;pl;past;passive;indicative;neutral;to steal;perfective
ukunda;gukunda;two;sg;present;active;indicative;neutral;to love;perfective
nzabandaswa;kurasa;one;sg;future cont;passive;indicative;neutral;to shoot;imperfective
urazimiranwa;kuzimira;two;sg;present cont;passive;indicative;comitative;to be lost;imperfective
azabaakundana;gukunda;three;sg;future cont;active;indicative;comitative;to love;imperfective
ukundirwa;gukunda;two;sg;present;passive;indicative;applicative;to love;perfective
barangurure;kuranga;three;pl;present;active;subjunctive;iterative;to announce;perfective
yoboranwa;kuyobora;two;sg;present;passive;imperative;comitative;to lead;perfective
twakubituruwe;gukubita;one;pl;past;passive;indicative;iterative;to beat;perfective
ndasurura;kurasa;one;sg;present;active;indicative;reversive;to shoot;perfective
yagiranwe;kugira;three;sg;past;passive;indicative;comitative;to have;perfective
muraguragurwa;kugura;two;pl;present cont;passive;indicative;frequentative;to buy;imperfective
tuzabatwogeshwa;kwoga;one;pl;future cont;passive;indicative;causative;to bathe;imperfective
tuzabaturasa;kurasa;one;pl;future cont;active;indicative;neutral;to shoot;imperfective
barasurura;kurasa;three;pl;present;active;indicative;iterative;to shoot;perfective
mubyinagurwa;kubyina;two;pl;present;passive;indicative;frequentative;to dance;perfective
bagiruwe;kugira;three;pl;past;passive;indicative;reversive;to have;perfective
muraryagagura;kurya;two;pl;present cont;active;indicative;frequentative;to eat;imperfective
azandikururwa;kwandika;three;sg;future;passive;indicative;iterative;to write;perfective
azabaabonanwa;kubona;three;sg;future cont;passive;indicative;comitative;to see;imperfective
ducanwa;guca;one;pl;present;passive;indicative;comitative;to cut;perfective
tuzabaturasirwa;kurasa;one;pl;future cont;passive;indicative;applicative;to shoot;imperfective
urangirwa;kuranga;two;sg;present;passive;indicative;applicative;to announce;perfective
nagizwe;kugira;one;sg;past;passive;indicative;neutral;to have;perfective
horurura;guhora;two;sg;present;active;imperative;iterative;to calm;perfective
dukundure;gukunda;one;pl;present;active;subjunctive;reversive;to love;perfective
nzuhagiragurwa;kwiyuhagira;one;sg;future;passive;indicative;frequentative;to shower;perfective
urabagagura;kuba;two;sg;present cont;active;indicative;frequentative;to be;imperfective
bazabyinurura;kubyina;three;pl;future;active;indicative;iterative;to dance;perfective
yiyuhagirire;kwiyuhagira;three;sg;present;active;subjunctive;applicative;to shower;perfective
mwuhagirishijwe;kwiyuhagira;two;pl;past;passive;indicative;causative;to shower;perfective
nakundanaga;gukunda;one;sg;past cont;active;indicative;comitative;to love;imperfective
yakundururaga;gukunda;three;sg;past cont;active;indicative;iterative;to love;imperfective
bagiranwa;kugira;three;pl;present;passive;indicative;comitative;to have;perfective
waguruye;kugura;two;sg;past;active;indicative;reversive;to buy;perfective
biyuhagiye;kwiyuhagira;three;pl;past;active;indicative;neutral;to shower;perfective
baribanwa;kwiba;three;pl;present cont;passive;indicative;comitative;to steal;imperfective
agure;kugura;three;sg;present;active;subjunctive;neutral;to buy;perfective
bazababibirwa;kwiba;three;pl;future cont;passive;indicative;applicative;to steal;imperfective
arayoboranwa;kuyobora;three;sg;present cont;passive;indicative;comitative;to lead;imperfective
azagiranwa;kugira;three;sg;future;passive;indicative;comitative;to have;perfective
bazababacishwa;guca;three;pl;future cont;passive;indicative;causative;to cut;imperfective
bazasomagura;gusoma;three;pl;future;active;indicative;frequentative;to read;perfective
bazacisha;guca;three;pl;future;active;indicative;causative;to cut;perfective
muzahora;guhora;two;pl;future;active;indicative;neutral;to calm;perfective
wayoborururaga;kuyobora;two;sg;past cont;active;indicative;iterative;to lead;imperfective
tuzarasira;kurasa;one;pl;future;active;indicative;applicative;to shoot;perfective
barirurwaga;kurya;three;pl;past cont;passive;indicative;reversive;to eat;imperfective
tuzayoboragura;kuyobora;one;pl;future;active;indicative;frequentative;to lead;perfective
bazacishwa;guca;three;pl;future;passive;indicative;causative;to cut;perfective
azimiragura;kuzimira;three;sg;present;active;indicative;frequentative;to be lost;perfective
wakundaguraga;gukunda;two;sg;past cont;active;indicative;frequentative;to love;imperfective
tuzabadukubitagurwa;gukubita;one;pl;future cont;passive;indicative;frequentative;to beat;imperfective
twazimizwaga;kuzimira;one;pl;past cont;passive;indicative;neutral;to be lost;imperfective
muzabamuyoborururwa;kuyobora;two;pl;future cont;passive;indicative;iterative;to lead;imperfective
niyuhagirura;kwiyuhagira;one;sg;present;active;indicative;reversive;to shower;perfective
aribwe;kurya;three;sg;present;passive;subjunctive;neutral;to eat;perfective
uzasomera;gusoma;two;sg;future;active;indicative;applicative;to read;perfective
tuzarasura;kurasa;one;pl;future;active;indicative;reversive;to shoot;perfective
nayoboranwe;kuyobora;one;sg;past;passive;indicative;comitative;to lead;perfective
nahoranwaga;guhora;one;sg;past cont;passive;indicative;comitative;to calm;imperfective
nyoborurwa;kuyobora;one;sg;present;passive;indicative;reversive;to lead;perfective
bagirurwa;kugira;three;pl;present;passive;indicative;reversive;to have;perfective
urasire;kurasa;two;sg;present;active;subjunctive;applicative;to shoot;perfective
urahoruruzwa;guhora;two;sg;present cont;passive;indicative;iterative;to calm;imperfective
zimirana;kuzimira;two;sg;present;active;imperative;comitative;to be lost;perfective
ndasomeshwa;gusoma;one;sg;present cont;passive;indicative;causative;to read;imperfective
yiyuhagiraguraga;kwiyuhagira;three;sg;past cont;active;indicative;frequentative;to shower;imperfective
azarasa;kurasa;three;sg;future;active;indicative;neutral;to shoot;perfective
nimucure;guca;two;pl;present;active;imperative;reversive;to cut;perfective
murarangira;kuranga;two;pl;present cont;active;indicative;applicative;to announce;imperfective
yiba;kwiba;three;sg;present;active;indicative;neutral;to steal;perfective
nzagiragura;kugira;one;sg;future;active;indicative;frequentative;to have;perfective
nzabandirurwa;kurya;one;sg;future cont;passive;indicative;reversive;to eat;imperfective
twariraga;kurya;one;pl;past cont;active;indicative;applicative;to eat;imperfective
urarasira;kurasa;two;sg;present cont;active;indicative;applicative;to shoot;imperfective
twuhagiruruwe;kwiyuhagira;one;pl;past;passive;indicative;iterative;to shower;perfective
wabaye;kuba;two;sg;past;active;indicative;neutral;to be;perfective
noguye;kwoga;one;sg;past;active;indicative;reversive;to bathe;perfective
bandikuruwe;kwandika;three;pl;past;passive;indicative;iterative;to write;perfective
mwaranze;kuranga;two;pl;past;active;indicative;neutral;to announce;perfective
bararangishwa;kuranga;three;pl;present cont;passive;indicative;causative;to announce;imperfective
urabonanwa;kubona;two;sg;present cont;passive;indicative;comitative;to see;imperfective
tuzimirira;kuzimira;one;pl;present;active;indicative;applicative;to be lost;perfective
wiburura;kwiba;two;sg;present;active;indicative;iterative;to steal;perfective
nsomure;gusoma;one;sg;present;active;subjunctive;reversive;to read;perfective
azabaakundagurwa;gukunda;three;sg;future cont;passive;indicative;frequentative;to love;imperfective
acirwa;guca;three;sg;present;passive;indicative;applicative;to cut;perfective
niyuhagiragura;kwiyuhagira;one;sg;present;active;indicative;frequentative;to shower;perfective
bandikuwe;kwandika;three;pl;past;passive;indicative;reversive;to write;perfective
tuzabatubanwa;kuba;one;pl;future cont;passive;indicative;comitative;to be;imperfective
uzabaubeshwa;kuba;two;sg;future cont;passive;indicative;causative;to be;imperfective
ndagurirwa;kugura;one;sg;present cont;passive;indicative;applicative;to buy;imperfective
waranguwe;kuranga;two;sg;past;passive;indicative;reversive;to announce;perfective
mugurisha;kugura;two;pl;present;active;indicative;causative;to buy;perfective
mbagagurwa;kuba;one;sg;present;passive;indicative;frequentative;to be;perfective
twaguranaga;kugura;one;pl;past cont;active;indicative;comitative;to buy;imperfective
mwandikwa;kwandika;two;pl;present;passive;indicative;neutral;to write;perfective
urahorura;guhora;two;sg;present cont;active;indicative;reversive;to calm;imperfective
urangagure;kuranga;two;sg;present;active;subjunctive;frequentative;to announce;perfective
tuzarangurura;kuranga;one;pl;future;active;indicative;iterative;to announce;perfective
turayoborururwa;kuyobora;one;pl;present cont;passive;indicative;iterative;to lead;imperfective
bazibagura;kwiba;three;pl;future;active;indicative;frequentative;to steal;perfective
muzabamubabwa;kuba;two;pl;future cont;passive;indicative;neutral;to be;imperfective
wogana;kwoga;two;sg;present;active;indicative;comitative;to bathe;perfective
baboneshwe;kubona;three;pl;present;passive;subjunctive;causative;to see;perfective
nimwibishe;kwiba;two;pl;present;active;imperative;causative;to steal;perfective
ukundisha;gukunda;two;sg;present;active;indicative;causative;to love;perfective
yasomuraga;gusoma;three;sg;past cont;active;indicative;reversive;to read;imperfective
bahoragure;guhora;three;pl;present;active;subjunctive;frequentative;to calm;perfective
barya;kurya;three;pl;present;active;indicative;neutral;to eat;perfective
bazakubiturura;gukubita;three;pl;future;active;indicative;iterative;to beat;perfective
bazababagirura;kugira;three;pl;future cont;active;indicative;reversive;to have;imperfective
nduhagirururwa;kwiyuhagira;one;sg;present cont;passive;indicative;iterative;to shower;imperfective
twandikuruye;kwandika;one;pl;past;active;indicative;iterative;to write;perfective
ahoraguzwe;guhora;three;sg;present;passive;subjunctive;frequentative;to calm;perfective
uzandikirwa;kwandika;two;sg;future;passive;indicative;applicative;to write;perfective
nagirwaga;kugira;one;sg;past cont;passive;indicative;neutral;to have;imperfective
mwaboneshwaga;kubona;two;pl;past cont;passive;indicative;causative;to see;imperfective
uraboneshwa;kubona;two;sg;present cont;passive;indicative;causative;to see;imperfective
urayoboragura;kuyobora;two;sg;present cont;active;indicative;frequentative;to lead;imperfective
bibanwe;kwiba;three;pl;past;passive;indicative;comitative;to steal;perfective
baraguranwa;kugura;three;pl;present cont;passive;indicative;comitative;to buy;imperfective
yahoreshwaga;guhora;three;sg;past cont;passive;indicative;causative;to calm;imperfective
azabaasomeshwa;gusoma;three;sg;future cont;passive;indicative;causative;to read;imperfective
wasomuruye;gusoma;two;sg;past;active;indicative;iterative;to read;perfective
nzahoruzwa;guhora;one;sg;future;passive;indicative;reversive;to calm;perfective
twahoranijwe;guhora;one;pl;past;passive;indicative;comitative;to calm;perfective
tuzabaturasana;kurasa;one;pl;future cont;active;indicative;comitative;to shoot;imperfective
mwagirishaga;kugira;two;pl;past cont;active;indicative;causative;to have;imperfective
murirurure;kurya;two;pl;present;active;subjunctive;iterative;to eat;perfective
azagururwa;kugura;three;sg;future;passive;indicative;reversive;to buy;perfective
waribishaga;kwiba;two;sg;past cont;active;indicative;causative;to steal;imperfective
nakundururwaga;gukunda;one;sg;past cont;passive;indicative;iterative;to love;imperfective
wabonuruwe;kubona;two;sg;past;passive;indicative;iterative;to see;perfective
azayoboranwa;kuyobora;three;sg;future;passive;indicative;comitative;to lead;perfective
uzabauryanwa;kurya;two;sg;future cont;passive;indicative;comitative;to eat;imperfective
mwandikururaga;kwandika;two;pl;past cont;active;indicative;iterative;to write;imperfective
babonerwe;kubona;three;pl;present;passive;subjunctive;applicative;to see;perfective
ubonagure;kubona;two;sg;present;active;subjunctive;frequentative;to see;perfective
gurana;kugura;two;sg;present;active;imperative;comitative;to buy;perfective
bayoborure;kuyobora;three;pl;present;active;subjunctive;reversive;to lead;perfective
azabaayoboreshwa;kuyobora;three;sg;future cont;passive;indicative;causative;to lead;imperfective
wandikure;kwandika;two;sg;present;active;subjunctive;reversive;to write;perfective
nsomagurwe;gusoma;one;sg;present;passive;subjunctive;frequentative;to read;perfective
yahoreshejwe;guhora;three;sg;past;passive;indicative;causative;to calm;perfective
wibirwa;kwiba;two;sg;present;passive;indicative;applicative;to steal;perfective
nziyuhagirurura;kwiyuhagira;one;sg;future;active;indicative;iterative;to shower;perfective
yahoraga;guhora;three;sg;past cont;active;indicative;neutral;to calm;imperfective
iyuhagirurure;kwiyuhagira;two;sg;present;active;imperative;iterative;to shower;perfective
nzabambonururwa;kubona;one;sg;future cont;passive;indicative;iterative;to see;imperfective
ukundure;gukunda;two;sg;present;active;subjunctive;reversive;to love;perfective
wibururwe;kwiba;two;sg;present;passive;subjunctive;iterative;to steal;perfective
twagururwaga;kugura;one;pl;past cont;passive;indicative;reversive;to buy;imperfective
hozwa;guhora;two;sg;present;passive;imperative;neutral;to calm;perfective
nacagaguwe;guca;one;sg;past;passive;indicative;frequentative;to cut;perfective
bandikuye;kwandika;three;pl;past;active;indicative;reversive;to write;perfective
urogururwa;kwoga;two;sg;present cont;passive;indicative;iterative;to bathe;imperfective
nimubonure;kubona;two;pl;present;active;imperative;reversive;to see;perfective
yarashe;kurasa;three;sg;past;active;indicative;neutral;to shoot;perfective
nakundaguraga;gukunda;one;sg;past cont;active;indicative;frequentative;to love;imperfective
nibirwa;kwiba;one;sg;present;passive;indicative;applicative;to steal;perfective
ugiragurwa;kugira;two;sg;present;passive;indicative;frequentative;to have;perfective
yozagurwe;kwoga;three;sg;present;passive;subjunctive;frequentative;to bathe;perfective
nimwoguzwe;kwoga;two;pl;present;passive;imperative;reversive;to bathe;perfective
uzabaugirwa;kugira;two;sg;future cont;passive;indicative;neutral;to have;imperfective
uzabauraswa;kurasa;two;sg;future cont;passive;indicative;neutral;to shoot;imperfective
uzuhagirururwa;kwiyuhagira;two;sg;future;passive;indicative;iterative;to shower;perfective
bahojerejwe;guhora;three;pl;past;passive;indicative;applicative;to calm;perfective
wuhagirururwaga;kwiyuhagira;two;sg;past cont;passive;indicative;iterative;to shower;imperfective
mporurura;guhora;one;sg;present;active;indicative;iterative;to calm;perfective
twazimururujwe;kuzimira;one;pl;past;passive;indicative;iterative;to be lost;perfective
nsomurura;gusoma;one;sg;present;active;indicative;iterative;to read;perfective
muzayoborera;kuyobora;two;pl;future;active;indicative;applicative;to lead;perfective
nabaye;kuba;one;sg;past;active;indicative;neutral;to be;perfective
tubonurwa;kubona;one;pl;present;passive;indicative;reversive;to see;perfective
murangana;kuranga;two;pl;present;active;indicative;comitative;to announce;perfective
yandikire;kwandika;three;sg;present;active;subjunctive;applicative;to write;perfective
twaribwaga;kurya;one;pl;past cont;passive;indicative;neutral;to eat;imperfective
wandikagura;kwandika;two;sg;present;active;indicative;frequentative;to write;perfective
bagiriwe;kugira;three;pl;past;passive;indicative;applicative;to have;perfective
urabyinagurwa;kubyina;two;sg;present cont;passive;indicative;frequentative;to dance;imperfective
wogagujwe;kwoga;two;sg;past;passive;indicative;frequentative;to bathe;perfective
uzabaugira;kugira;two;sg;future cont;active;indicative;neutral;to have;imperfective
mwandikiye;kwandika;two;pl;past;active;indicative;applicative;to write;perfective
turangirwa;kuranga;one;pl;present;passive;indicative;applicative;to announce;perfective
aribururwa;kwiba;three;sg;present cont;passive;indicative;iterative;to steal;imperfective
yagirururwaga;kugira;three;sg;past cont;passive;indicative;iterative;to have;imperfective
muzabamwiba;kwiba;two;pl;future cont;active;indicative;neutral;to steal;imperfective
arasura;kurasa;three;sg;present;active;indicative;reversive;to shoot;perfective
nimugururure;kugura;two;pl;present;active;imperative;iterative;to buy;perfective
twandikishwaga;kwandika;one;pl;past cont;passive;indicative;causative;to write;imperfective
narasururwaga;kurasa;one;sg;past cont;passive;indicative;iterative;to shoot;imperfective
tuzabatwuhagiragurwa;kwiyuhagira;one;pl;future cont;passive;indicative;frequentative;to shower;imperfective
wagurishijwe;kugura;two;sg;past;passive;indicative;causative;to buy;perfective
musomururwe;gusoma;two;pl;present;passive;subjunctive;iterative;to read;perfective
uriyuhagirurura;kwiyuhagira;two;sg;present cont;active;indicative;iterative;to shower;imperfective
tugurirwa;kugura;one;pl;present;passive;indicative;applicative;to buy;perfective
azandikira;kwandika;three;sg;future;active;indicative;applicative;to write;perfective
wibagurwa;kwiba;two;sg;present;passive;indicative;frequentative;to steal;perfective
nimugirirwe;kugira;two;pl;present;passive;imperative;applicative;to have;perfective
waguraguye;kugura;two;sg;past;active;indicative;frequentative;to buy;perfective
murabyinurwa;kubyina;two;pl;present cont;passive;indicative;reversive;to dance;imperfective
nzahoragurwa;guhora;one;sg;future;passive;indicative;frequentative;to calm;perfective
