nzabambonana;kubona;one;sg;future cont;active;indicative;comitative;to see;imperfective
tuzagirurura;kugira;one;pl;future;active;indicative;iterative;to have;perfective
muzabamubana;kuba;two;pl;future cont;active;indicative;comitative;to be;imperfective
muzabamuyobora;kuyobora;two;pl;future cont;active;indicative;neutral;to lead;imperfective
bayoboranye;kuyobora;three;pl;past;active;indicative;comitative;to lead;perfective
somanwa;gusoma;two;sg;present;passive;imperative;comitative;to read;perfective
urasomera;gusoma;two;sg;present cont;active;indicative;applicative;to read;imperfective
mwaciraga;guca;two;pl;past cont;active;indicative;applicative;to cut;imperfective
uzasomana;gusoma;two;sg;future;active;indicative;comitative;to read;perfective
aryanwa;kurya;three;sg;present;passive;indicative;comitative;to eat;perfective
dukubitagure;gukubita;one;pl;present;active;subjunctive;frequentative;to beat;perfective
mwoguzwa;kwoga;two;pl;present;passive;indicative;reversive;to bathe;perfective
yacishije;guca;three;sg;past;active;indicative;causative;to cut;perfective
nimuhoraguzwe;guhora;two;pl;present;passive;imperative;frequentative;to calm;perfective
yabanwe;kuba;three;sg;past;passive;indicative;comitative;to be;perfective
aragurana;kugura;three;sg;present cont;active;indicative;comitative;to buy;imperfective
banwa;kuba;two;sg;present;passive;imperative;comitative;to be;perfective
mubonurwe;kubona;two;pl;present;passive;subjunctive;reversive;to see;perfective
urasure;kurasa;two;sg;present;active;subjunctive;reversive;to shoot;perfective
aca;guca;three;sg;present;active;indicative;neutral;to cut;perfective
narasurwaga;kurasa;one;sg;past cont;passive;indicative;reversive;to shoot;imperfective
ibururwa;kwiba;two;sg;present;passive;imperative;iterative;to steal;perfective
twogeshwa;kwoga;one;pl;present;passive;indicative;causative;to bathe;perfective
muzabamukundanwa;gukunda;two;pl;future cont;passive;indicative;comitative;to love;imperfective
azarirura;kurya;three;sg;future;active;indicative;reversive;to eat;perfective
duhozwa;guhora;one;pl;present;passive;indicative;neutral;to calm;perfective
urasagurwe;kurasa;two;sg;present;passive;subjunctive;frequentative;to shoot;perfective
uzandikwa;kwandika;two;sg;future;passive;indicative;neutral;to write;perfective
nzabanyobora;kuyobora;one;sg;future cont;active;indicative;neutral;to lead;imperfective
tuzabatwandikana;kwandika;one;pl;future cont;active;indicative;comitative;to write;imperfective
tuzabadukubitira;gukubita;one;pl;future cont;active;indicative;applicative;to beat;imperfective
wogururaga;kwoga;two;sg;past cont;active;indicative;iterative;to bathe;imperfective
ucira;guca;two;sg;present;active;indicative;applicative;to cut;perfective
nagurishaga;kugura;one;sg;past cont;active;indicative;causative;to buy;imperfective
bazakundanwa;gukunda;three;pl;future;passive;indicative;comitative;to love;perfective
barandikana;kwandika;three;pl;present cont;active;indicative;comitative;to write;imperfective
mwarasirwaga;kurasa;two;pl;past cont;passive;indicative;applicative;to shoot;imperfective
nyoboreshe;kuyobora;one;sg;present;active;subjunctive;causative;to lead;perfective
ubonure;kubona;two;sg;present;active;subjunctive;reversive;to see;perfective
nimukundanwe;gukunda;two;pl;present;passive;imperative;comitative;to love;perfective
bazababagirwa;kugira;three;pl;future cont;passive;indicative;neutral;to have;imperfective
mwababwaga;kuba;two;pl;past cont;passive;indicative;neutral;to be;imperfective
barasura;kurasa;three;pl;present;active;indicative;reversive;to shoot;perfective
abonanwa;kubona;three;sg;present;passive;indicative;comitative;to see;perfective
yandikishaga;kwandika;three;sg;past cont;active;indicative;causative;to write;imperfective
bayoborura;kuyobora;three;pl;present;active;indicative;reversive;to lead;perfective
wibirwe;kwiba;two;sg;past;passive;indicative;applicative;to steal;perfective
bahorana;guhora;three;pl;present;active;indicative;comitative;to calm;perfective
yagirishije;kugira;three;sg;past;active;indicative;causative;to have;perfective
urozagurwa;kwoga;two;sg;present cont;passive;indicative;frequentative;to bathe;imperfective
muzabamwandikanwa;kwandika;two;pl;future cont;passive;indicative;comitative;to write;imperfective
ndanganwa;kuranga;one;sg;present;passive;indicative;comitative;to announce;perfective
twayoborururaga;kuyobora;one;pl;past cont;active;indicative;iterative;to lead;imperfective
murayoboreshwa;kuyobora;two;pl;present cont;passive;indicative;causative;to lead;imperfective
nandikirwaga;kwandika;one;sg;past cont;passive;indicative;applicative;to write;imperfective
nzakubitanwa;gukubita;one;sg;future;passive;indicative;comitative;to beat;perfective
usomururwe;gusoma;two;sg;present;passive;subjunctive;iterative;to read;perfective
wabonuwe;kubona;two;sg;past;passive;indicative;reversive;to see;perfective
tuzabatubonanwa;kubona;one;pl;future cont;passive;indicative;comitative;to see;imperfective
nzabonururwa;kubona;one;sg;future;passive;indicative;iterative;to see;perfective
ducurururwa;guca;one;pl;present;passive;indicative;iterative;to cut;perfective
azabayandikishwa;kwandika;three;sg;future cont;passive;indicative;causative;to write;imperfective
twandikururwaga;kwandika;one;pl;past cont;passive;indicative;iterative;to write;imperfective
uzimire;kuzimira;two;sg;present;active;subjunctive;neutral;to be lost;perfective
muzabamuboneshwa;kubona;two;pl;future cont;passive;indicative;causative;to see;imperfective
uzabaucagagura;guca;two;sg;future cont;active;indicative;frequentative;to cut;imperfective
muhoraguzwe;guhora;two;pl;present;passive;subjunctive;frequentative;to calm;perfective
urirwe;kurya;two;sg;present;passive;subjunctive;applicative;to eat;perfective
twiyuhagirure;kwiyuhagira;one;pl;present;active;subjunctive;reversive;to shower;perfective
biburaga;kwiba;three;pl;past cont;active;indicative;reversive;to steal;imperfective
azabaazimirizwa;kuzimira;three;sg;future cont;passive;indicative;applicative;to be lost;imperfective
mwabyinanaga;kubyina;two;pl;past cont;active;indicative;comitative;to dance;imperfective
baziyuhagirana;kwiyuhagira;three;pl;future;active;indicative;comitative;to shower;perfective
twandikururwa;kwandika;one;pl;present;passive;indicative;iterative;to write;perfective
nzabangirururwa;kugira;one;sg;future cont;passive;indicative;iterative;to have;imperfective
nzuhagirururwa;kwiyuhagira;one;sg;future;passive;indicative;iterative;to shower;perfective
tugurura;kugura;one;pl;present;active;indicative;reversive;to buy;perfective
wakundwaga;gukunda;two;sg;past cont;passive;indicative;neutral;to love;imperfective
uraryanwa;kurya;two;sg;present cont;passive;indicative;comitative;to eat;imperfective
naguraguye;kugura;one;sg;past;active;indicative;frequentative;to buy;perfective
nandikure;kwandika;one;sg;present;active;subjunctive;reversive;to write;perfective
ndahoragura;guhora;one;sg;present cont;active;indicative;frequentative;to calm;imperfective
ubabwe;kuba;two;sg;present;passive;subjunctive;neutral;to be;perfective
dukubitururwe;gukubita;one;pl;present;passive;subjunctive;iterative;to beat;perfective
tuzakubitira;gukubita;one;pl;future;active;indicative;applicative;to beat;perfective
narashishwaga;kurasa;one;sg;past cont;passive;indicative;causative;to shoot;imperfective
babyinururaga;kubyina;three;pl;past cont;active;indicative;iterative;to dance;imperfective
uzogera;kwoga;two;sg;future;active;indicative;applicative;to bathe;perfective
nimurasire;kurasa;two;pl;present;active;imperative;applicative;to shoot;perfective
yasomeshwaga;gusoma;three;sg;past cont;passive;indicative;causative;to read;imperfective
babyinishwaga;kubyina;three;pl;past cont;passive;indicative;causative;to dance;imperfective
twogeshe;kwoga;one;pl;present;active;subjunctive;causative;to bathe;perfective
mwagurururwaga;kugura;two;pl;past cont;passive;indicative;iterative;to buy;imperfective
mwandikururwe;kwandika;two;pl;present;passive;subjunctive;iterative;to write;perfective
biburura;kwiba;three;pl;present;active;indicative;iterative;to steal;perfective
bararangira;kuranga;three;pl;present cont;active;indicative;applicative;to announce;imperfective
muhoranwe;guhora;two;pl;present;passive;subjunctive;comitative;to calm;perfective
turogurwa;kwoga;one;pl;present cont;passive;indicative;reversive;to bathe;imperfective
dukubitirwa;gukubita;one;pl;present;passive;indicative;applicative;to beat;perfective
ayoborururwa;kuyobora;three;sg;present;passive;indicative;iterative;to lead;perfective
twarangaguwe;kuranga;one;pl;past;passive;indicative;frequentative;to announce;perfective
ndoguzwa;kwoga;one;sg;present cont;passive;indicative;reversive;to bathe;imperfective
wibwa;kwiba;two;sg;present;passive;indicative;neutral;to steal;perfective
nzabandya;kurya;one;sg;future cont;active;indicative;neutral;to eat;imperfective
yabonagurwaga;kubona;three;sg;past cont;passive;indicative;frequentative;to see;imperfective
nzabanzimuruzwa;kuzimira;one;sg;future cont;passive;indicative;reversive;to be lost;imperfective
ndibisha;kwiba;one;sg;present cont;active;indicative;causative;to steal;imperfective
twasomagurwaga;gusoma;one;pl;past cont;passive;indicative;frequentative;to read;imperfective
nzabaniba;kwiba;one;sg;future cont;active;indicative;iterative;to steal;imperfective
twasomesheje;gusoma;one;pl;past;active;indicative;causative;to read;perfective
nandikurwa;kwandika;one;sg;present;passive;indicative;reversive;to write;perfective
basomwaga;gusoma;three;pl;past cont;passive;indicative;neutral;to read;imperfective
wuhagirurwa;kwiyuhagira;two;sg;present;passive;indicative;reversive;to shower;perfective
nzabyinanwa;kubyina;one;sg;future;passive;indicative;comitative;to dance;perfective
abyinurwe;kubyina;three;sg;present;passive;subjunctive;reversive;to dance;perfective
ndasomanwa;gusoma;one;sg;present cont;passive;indicative;comitative;to read;imperfective
yandikurura;kwandika;three;sg;present;active;indicative;iterative;to write;perfective
wiburuye;kwiba;two;sg;past;active;indicative;iterative;to steal;perfective
wagiranwe;kugira;two;sg;past;passive;indicative;comitative;to have;perfective
uzacura;guca;two;sg;future;active;indicative;reversive;to cut;perfective
noguzwe;kwoga;one;sg;present;passive;subjunctive;reversive;to bathe;perfective
turayoboragurwa;kuyobora;one;pl;present cont;passive;indicative;frequentative;to lead;imperfective
barayoborana;kuyobora;three;pl;present cont;active;indicative;comitative;to lead;imperfective
ndangure;kuranga;one;sg;present;active;subjunctive;reversive;to announce;perfective
basomeshwe;gusoma;three;pl;present;passive;subjunctive;causative;to read;perfective
ducururwe;guca;one;pl;present;passive;subjunctive;reversive;to cut;perfective
urakundishwa;gukunda;three;sg;present cont;passive;indicative;causative;to love;imperfective
nzagurirwa;kugura;one;sg;future;passive;indicative;applicative;to buy;perfective
urakubitana;gukubita;two;sg;present cont;active;indicative;comitative;to beat;imperfective
nzakundururwa;gukunda;one;sg;future;passive;indicative;iterative;to love;perfective
tugirururwa;kugira;one;pl;present;passive;indicative;iterative;to have;perfective
turarangana;kuranga;one;pl;present cont;active;indicative;comitative;to announce;imperfective
bazababarasururwa;kurasa;three;pl;future cont;passive;indicative;iterative;to shoot;imperfective
turagirana;kugira;one;pl;present cont;active;indicative;comitative;to have;imperfective
murabyinanwa;kubyina;two;pl;present cont;passive;indicative;comitative;to dance;imperfective
hora;guhora;two;sg;present;active;imperative;neutral;to calm;perfective
somagura;gusoma;two;sg;present;active;imperative;frequentative;to read;perfective
azagurishwa;kugura;three;sg;future;passive;indicative;causative;to buy;perfective
yiyuhagiranye;kwiyuhagira;three;sg;past;active;indicative;comitative;to shower;perfective
twoguzwa;kwoga;one;pl;present;passive;indicative;reversive;to bathe;perfective
tuzabatwibanwa;kwiba;one;pl;future cont;passive;indicative;comitative;to steal;imperfective
nabonye;kubona;one;sg;past;active;indicative;neutral;to see;perfective
tuzabaducisha;guca;one;pl;future cont;active;indicative;causative;to cut;imperfective
twandikanwe;kwandika;one;pl;past;passive;indicative;comitative;to write;perfective
muhoruruzwa;guhora;two;pl;present;passive;indicative;iterative;to calm;perfective
nzabandirurura;kurya;one;sg;future cont;active;indicative;iterative;to eat;imperfective
muzabamugurira;kugura;two;pl;future cont;active;indicative;applicative;to buy;imperfective
mubeshwa;kuba;two;pl;present;passive;indicative;causative;to be;perfective
usomane;gusoma;two;sg;present;active;subjunctive;comitative;to read;perfective
nahoreraga;guhora;one;sg;past cont;active;indicative;applicative;to calm;imperfective
murahoreshwa;guhora;two;pl;present cont;passive;indicative;causative;to calm;imperfective
mwandikanwaga;kwandika;two;pl;past cont;passive;indicative;comitative;to write;imperfective
mwagiruraga;kugira;two;pl;past cont;active;indicative;reversive;to have;imperfective
araryanwa;kurya;three;sg;present cont;passive;indicative;comitative;to eat;imperfective
yazimuruzwaga;kuzimira;three;sg;past cont;passive;indicative;reversive;to be lost;imperfective
muzabamurirura;kurya;two;pl;future cont;active;indicative;reversive;to eat;imperfective
azabaarangurwa;kuranga;three;sg;future cont;passive;indicative;reversive;to announce;imperfective
barasa;kurasa;three;pl;present;active;indicative;neutral;to shoot;perfective
uryanwa;kurya;two;sg;present;passive;indicative;comitative;to eat;perfective
turakubitagurwa;gukubita;one;pl;present cont;passive;indicative;frequentative;to beat;imperfective
nibanwaga;kwiba;one;sg;past cont;passive;indicative;comitative;to steal;imperfective
ducururwa;guca;one;pl;present;passive;indicative;reversive;to cut;perfective
nzabandangagura;kuranga;one;sg;future cont;active;indicative;frequentative;to announce;imperfective
bazababayoborururwa;kuyobora;three;pl;future cont;passive;indicative;iterative;to lead;imperfective
murasomerwa;gusoma;two;pl;present cont;passive;indicative;applicative;to read;imperfective
mwibure;kwiba;two;pl;present;active;subjunctive;reversive;to steal;perfective
ndarangirwa;kuranga;one;sg;present cont;passive;indicative;applicative;to announce;imperfective
ndarirura;kurya;one;sg;present cont;active;indicative;reversive;to eat;imperfective
dukubitire;gukubita;one;pl;present;active;subjunctive;applicative;to beat;perfective
nimuyoborurwe;kuyobora;two;pl;present;passive;imperative;reversive;to lead;perfective
muzabamwiyuhagirisha;kwiyuhagira;two;pl;future cont;active;indicative;causative;to shower;imperfective
urasirwa;kurasa;two;sg;present;passive;indicative;applicative;to shoot;perfective
nzimirura;kuzimira;one;sg;present;active;indicative;reversive;to be lost;perfective
barabyinurwa;kubyina;three;pl;present cont;passive;indicative;reversive;to dance;imperfective
murandikana;kwandika;two;pl;present cont;active;indicative;comitative;to write;imperfective
uzakundurura;gukunda;two;sg;future;active;indicative;iterative;to love;perfective
turakubitura;gukubita;one;pl;present cont;active;indicative;reversive;to beat;imperfective
yiyuhagiruruye;kwiyuhagira;three;sg;past;active;indicative;iterative;to shower;perfective
nabonanaga;kubona;one;sg;past cont;active;indicative;comitative;to see;imperfective
turiburwa;kwiba;one;pl;present cont;passive;indicative;reversive;to steal;imperfective
nuhagirurwa;kwiyuhagira;one;sg;present;passive;indicative;reversive;to shower;perfective
uyoborure;kuyobora;two;sg;present;active;subjunctive;reversive;to lead;perfective
tuzabaturasurwa;kurasa;one;pl;future cont;passive;indicative;reversive;to shoot;imperfective
nimubeshwe;kuba;two;sg;present;passive;imperative;causative;to be;perfective
turaguranwa;kugura;one;pl;present cont;passive;indicative;comitative;to buy;imperfective
uzabaucishwa;guca;two;sg;future cont;passive;indicative;causative;to cut;imperfective
nimuraswe;kurasa;two;pl;present;passive;imperative;neutral;to shoot;perfective
tuzakundana;gukunda;one;pl;future;active;indicative;comitative;to love;perfective
muzabamuribwa;kurya;two;pl;future cont;passive;indicative;neutral;to eat;imperfective
nuhagirururwaga;kwiyuhagira;one;sg;past cont;passive;indicative;iterative;to shower;imperfective
arabonesha;kubona;three;sg;present cont;active;indicative;causative;to see;imperfective
bazababayoboranwa;kuyobora;three;pl;future cont;passive;indicative;comitative;to lead;imperfective
nabonywe;kubona;one;sg;past;passive;indicative;neutral;to see;perfective
uzabaurisha;kurya;two;sg;future cont;active;indicative;causative;to eat;imperfective
arangagure;kuranga;three;sg;present;active;subjunctive;frequentative;to announce;perfective
nsoma;gusoma;one;sg;present;active;indicative;neutral;to read;perfective
ayoboranwa;kuyobora;three;sg;present;passive;indicative;comitative;to lead;perfective
nzabangirwa;kugira;one;sg;future cont;passive;indicative;neutral;to have;imperfective
yibagurwe;kwiba;three;sg;present;passive;subjunctive;frequentative;to steal;perfective
wakubitanaga;gukubita;two;sg;past cont;active;indicative;comitative;to beat;imperfective
twahorezwaga;guhora;one;pl;past cont;passive;indicative;applicative;to calm;imperfective
nzabandyanwa;kurya;one;sg;future cont;passive;indicative;comitative;to eat;imperfective
warangagurwaga;kuranga;two;sg;past cont;passive;indicative;frequentative;to announce;imperfective
uriyuhagiragura;kwiyuhagira;two;sg;present cont;active;indicative;frequentative;to shower;imperfective
baciwe;guca;three;pl;past;passive;indicative;neutral;to cut;perfective
turarira;kurya;one;pl;present cont;active;indicative;applicative;to eat;imperfective
muribwa;kwiba;two;pl;present cont;passive;indicative;neutral;to steal;imperfective
tuzimuruzwe;kuzimira;one;pl;present;passive;subjunctive;reversive;to be lost;perfective
nabaga;kuba;one;sg;past cont;active;indicative;neutral;to be;imperfective
yahojerejwe;guhora;three;sg;past;passive;indicative;applicative;to calm;perfective
ndarasura;kurasa;one;sg;present cont;active;indicative;reversive;to shoot;imperfective
twabonewe;kubona;one;pl;past;passive;indicative;applicative;to see;perfective
uzabawibanwa;kwiba;two;sg;future cont;passive;indicative;comitative;to steal;imperfective
mwasomeshaga;gusoma;two;pl;past cont;active;indicative;causative;to read;imperfective
ukundane;gukunda;two;sg;present;active;subjunctive;comitative;to love;perfective
yaguraguraga;kugura;three;sg;past cont;active;indicative;frequentative;to buy;imperfective
mbeshe;kuba;one;sg;present;active;subjunctive;causative;to be;perfective
twakunze;gukunda;one;pl;past;active;indicative;neutral;to love;perfective
uzandikanwa;kwandika;two;sg;future;passive;indicative;comitative;to write;perfective
mwuhagirurwe;kwiyuhagira;two;pl;present;passive;subjunctive;reversive;to shower;perfective
nzabaniyuhagira;kwiyuhagira;one;sg;future cont;active;indicative;neutral;to shower;imperfective
bogesha;kwoga;three;pl;present;active;indicative;causative;to bathe;perfective
barabonururwa;kubona;three;pl;present cont;passive;indicative;iterative;to see;imperfective
nagiraga;kugira;one;sg;past cont;active;indicative;neutral;to have;imperfective
azibana;kwiba;three;sg;future;active;indicative;comitative;to steal;perfective
twaguranye;kugura;one;pl;past;active;indicative;comitative;to buy;perfective
akubita;gukubita;three;sg;present;active;indicative;neutral;to beat;perfective
nakundaga;gukunda;one;sg;past cont;active;indicative;neutral;to love;imperfective
azasomesha;gusoma;three;sg;future;active;indicative;causative;to read;perfective
bogaga;kwoga;three;pl;past cont;active;indicative;neutral;to bathe;imperfective
wayoboraguraga;kuyobora;two;sg;past cont;active;indicative;frequentative;to lead;imperfective
mwacishaga;guca;two;pl;past cont;active;indicative;causative;to cut;imperfective
yarangiwe;kuranga;three;sg;past;passive;indicative;applicative;to announce;perfective
boguraga;kwoga;three;pl;past cont;active;indicative;reversive;to bathe;imperfective
bibanwaga;kwiba;three;pl;past cont;passive;indicative;comitative;to steal;imperfective
mwogana;kwoga;two;pl;present;active;indicative;comitative;to bathe;perfective
ndarangwa;kuranga;one;sg;present cont;passive;indicative;neutral;to announce;imperfective
nkubita;gukubita;one;sg;present;active;indicative;neutral;to beat;perfective
bazababibisha;kwiba;three;pl;future cont;active;indicative;causative;to steal;imperfective
wazimiragujwe;kuzimira;two;sg;past;passive;indicative;frequentative;to be lost;perfective
bariyuhagira;kwiyuhagira;three;pl;present cont;active;indicative;neutral;to shower;imperfective
mwazimiriraga;kuzimira;two;pl;past cont;active;indicative;applicative;to be lost;imperfective
uzabaukundurwa;gukunda;two;sg;future cont;passive;indicative;reversive;to love;imperfective
buhagirururwaga;kwiyuhagira;three;pl;past cont;passive;indicative;iterative;to shower;imperfective
twozanwa;kwoga;one;pl;present;passive;indicative;comitative;to bathe;perfective
nasomaguraga;gusoma;one;sg;past cont;active;indicative;frequentative;to read;imperfective
nagururaga;kugura;one;sg;past cont;active;indicative;reversive;to buy;imperfective
turaribwa;kurya;one;pl;present cont;passive;indicative;neutral;to eat;imperfective
ugurure;kugura;two;sg;present;active;subjunctive;reversive;to buy;perfective
twacirwaga;guca;one;pl;past cont;passive;indicative;applicative;to cut;imperfective
wabyinuraga;kubyina;two;sg;past cont;active;indicative;reversive;to dance;imperfective
bazimurujwe;kuzimira;three;pl;past;passive;indicative;reversive;to be lost;perfective
tuzabaduhoreshwa;guhora;one;pl;future cont;passive;indicative;causative;to calm;imperfective
bozanwa;kwoga;three;pl;present;passive;indicative;comitative;to bathe;perfective
bazazimiraguzwa;kuzimira;three;pl;future;passive;indicative;frequentative;to be lost;perfective
muzarasanwa;kurasa;two;pl;future;passive;indicative;comitative;to shoot;perfective
urangure;kuranga;two;sg;present;active;subjunctive;reversive;to announce;perfective
tuboneshwe;kubona;one;pl;present;passive;subjunctive;causative;to see;perfective
bandikishe;kwandika;three;pl;present;active;subjunctive;causative;to write;perfective
mwakubitishaga;gukubita;two;pl;past cont;active;indicative;causative;to beat;imperfective
wandikirwe;kwandika;two;sg;present;passive;subjunctive;applicative;to write;perfective
yuhagirwa;kwiyuhagira;three;sg;present;passive;indicative;neutral;to shower;perfective
bazababozagurwa;kwoga;three;pl;future cont;passive;indicative;frequentative;to bathe;imperfective
ucishwe;guca;two;sg;present;passive;subjunctive;causative;to cut;perfective
yasomaga;gusoma;three;sg;past cont;active;indicative;neutral;to read;imperfective
bazimiranye;kuzimira;three;pl;past;active;indicative;comitative;to be lost;perfective
yaranzwe;kuranga;three;sg;past;passive;indicative;neutral;to announce;perfective
basomera;gusoma;three;pl;present;active;indicative;applicative;to read;perfective
arabyinurwa;kubyina;three;sg;present cont;passive;indicative;reversive;to dance;imperfective
tuzabaturyagagura;kurya;one;pl;future cont;active;indicative;frequentative;to eat;imperfective
yabagaguye;kuba;three;sg;past;active;indicative;frequentative;to be;perfective
wabonaga;kubona;two;sg;past cont;active;indicative;neutral;to see;imperfective
nzabankubitagura;gukubita;one;sg;future cont;active;indicative;frequentative;to beat;imperfective
byinagura;kubyina;two;sg;present;active;imperative;frequentative;to dance;perfective
baguze;kugura;three;pl;past;active;indicative;neutral;to buy;perfective
mwaryanaga;kurya;two;pl;past cont;active;indicative;comitative;to eat;imperfective
uzabonerwa;kubona;two;sg;future;passive;indicative;applicative;to see;perfective
bazimuruzwaga;kuzimira;three;pl;past cont;passive;indicative;reversive;to be lost;imperfective
tuyoborwe;kuyobora;one;pl;present;passive;subjunctive;neutral;to lead;perfective
turazimira;kuzimira;one;pl;present cont;active;indicative;neutral;to be lost;imperfective
mwacishije;guca;two;pl;past;active;indicative;causative;to cut;perfective
azabayuhagiragurwa;kwiyuhagira;three;sg;future cont;passive;indicative;frequentative;to shower;imperfective
tuzabadukubitagura;gukubita;one;pl;future cont;active;indicative;frequentative;to beat;imperfective
azabayibura;kwiba;three;sg;future cont;active;indicative;reversive;to steal;imperfective
tuzabatwibagura;kwiba;one;pl;future cont;active;indicative;frequentative;to steal;imperfective
nzabanibirwa;kwiba;one;sg;future cont;passive;indicative;applicative;to steal;imperfective
muce;guca;two;pl;present;active;subjunctive;neutral;to cut;perfective
muzabamuzimururwa;kuzimira;two;pl;future cont;passive;indicative;reversive;to be lost;imperfective
naranguruwe;kuranga;one;sg;past;passive;indicative;iterative;to announce;perfective
tuzaryagagurwa;kurya;one;pl;future;passive;indicative;frequentative;to eat;perfective
bagurururwe;kugura;three;pl;present;passive;subjunctive;iterative;to buy;perfective
nogerejwe;kwoga;one;sg;past;passive;indicative;applicative;to bathe;perfective
mwagiranaga;kugira;two;pl;past cont;active;indicative;comitative;to have;imperfective
ndasomura;gusoma;one;sg;present cont;active;indicative;reversive;to read;imperfective
wacurururwaga;guca;two;sg;past cont;passive;indicative;iterative;to cut;imperfective
muzabamusomana;gusoma;two;pl;future cont;active;indicative;comitative;to read;imperfective
nimuzimirure;kuzimira;two;pl;present;active;imperative;reversive;to be lost;perfective
barangishwe;kuranga;three;pl;present;passive;subjunctive;causative;to announce;perfective
uzagurururwa;kugura;two;sg;future;passive;indicative;iterative;to buy;perfective
wakubituruwe;gukubita;two;sg;past;passive;indicative;iterative;to beat;perfective
ndanga;kuranga;one;sg;present;active;indicative;neutral;to announce;perfective
nzabyina;kubyina;one;sg;future;active;indicative;neutral;to dance;perfective
wakubitishijwe;gukubita;two;sg;past;passive;indicative;causative;to beat;perfective
bazimiranwe;kuzimira;three;pl;present;passive;subjunctive;comitative;to be lost;perfective
uhoruzwa;guhora;two;sg;present;passive;indicative;reversive;to calm;perfective
mukubitire;gukubita;two;pl;present;active;subjunctive;applicative;to beat;perfective
basomwa;gusoma;three;pl;present;passive;indicative;neutral;to read;perfective
muzabamwandikirwa;kwandika;two;pl;future cont;passive;indicative;applicative;to write;imperfective
mukubitwa;gukubita;two;pl;present;passive;indicative;neutral;to beat;perfective
uzabaucisha;guca;two;sg;future cont;active;indicative;causative;to cut;imperfective
acire;guca;three;sg;present;active;subjunctive;applicative;to cut;perfective
yagirishaga;kugira;three;sg;past cont;active;indicative;causative;to have;imperfective
wayoborurwaga;kuyobora;two;sg;past cont;passive;indicative;reversive;to lead;imperfective
uhagiranwa;kwiyuhagira;two;sg;present;passive;imperative;comitative;to shower;perfective
tuzabaturasagura;kurasa;one;pl;future cont;active;indicative;frequentative;to shoot;imperfective
wazimiriraga;kuzimira;two;sg;past cont;active;indicative;applicative;to be lost;imperfective
uzibirwa;kwiba;two;sg;future;passive;indicative;applicative;to steal;perfective
wibire;kwiba;two;sg;present;active;subjunctive;applicative;to steal;perfective
uzuhagirishwa;kwiyuhagira;two;sg;future;passive;indicative;causative;to shower;perfective
nimusomere;gusoma;two;pl;present;active;imperative;applicative;to read;perfective
tuzabatubeshwa;kuba;one;pl;future cont;passive;indicative;causative;to be;imperfective
azabaazimira;kuzimira;three;sg;future cont;active;indicative;neutral;to be lost;imperfective
ngirishwa;kugira;one;sg;present;passive;indicative;causative;to have;perfective
yazimurujwe;kuzimira;three;sg;past;passive;indicative;reversive;to be lost;perfective
mwahorujwe;guhora;two;pl;past;passive;indicative;reversive;to calm;perfective
aragirururwa;kugira;three;sg;present cont;passive;indicative;iterative;to have;imperfective
barazimirurura;kuzimira;three;pl;present cont;active;indicative;iterative;to be lost;imperfective
yandikanwaga;kwandika;three;sg;past cont;passive;indicative;comitative;to write;imperfective
usome;gusoma;two;sg;present;active;subjunctive;neutral;to read;perfective
baruhagirishwa;kwiyuhagira;three;pl;present cont;passive;indicative;causative;to shower;imperfective
